Year,Team,Teams (in effect),Starting Rating,Final Rating,Prize Money,Win World Cup (Starting Elo),Make Final (Starting Elo),Make Semifinals (Starting Elo),Make Quarterfinals (Starting Elo),Make Round of 16 (Starting Elo),Average Prize Money (Starting Elo),Win World Cup (Final Elo),Make Final (Final Elo),Make Semifinals (Final Elo),Make Quarterfinals (Final Elo),Make Round of 16 (Final Elo),Average Prize Money (Final Elo),Adjusted Win World Cup (Starting Elo),Adjusted Make Final (Starting Elo),Adjusted Make Semifinals (Starting Elo),Adjusted Make Quarterfinals (Starting Elo),Adjusted Make Round of 16 (Starting Elo),Adjusted Win World Cup (Final Elo),Adjusted Make Final (Final Elo),Adjusted Make Semifinals (Final Elo),Adjusted Make Quarterfinals (Final Elo),Adjusted Make Round of 16 (Final Elo),Tournament Performance Rating (Starting Elo),Tournament Performance Rating (Final Elo)
1986,Brazil,24,1914,2016,17,0.0612,0.1266,0.248,0.4937,0.891,18.0242,0.1392,0.2454,0.4018,0.6648,0.968,21.8296,0.045899999999999996,0.09494999999999999,0.186,0.370275,0.66825,0.10439999999999999,0.18405,0.30135,0.49859999999999993,0.726,0.7218625,0.600025
1986,Mexico,24,1945,1980,17,0.0951,0.1712,0.3144,0.5839,0.9472,19.798,0.1014,0.1965,0.377,0.6644,0.9731,20.9701,0.071325,0.1284,0.2358,0.437925,0.7104,0.07605,0.147375,0.28275,0.49829999999999997,0.729825,0.6631374999999999,0.609475
1986,Spain,24,1901,1978,17,0.0571,0.1149,0.2325,0.4813,0.8731,17.6561,0.085,0.1737,0.3169,0.5781,0.9457,19.6839,0.042825,0.086175,0.174375,0.360975,0.654825,0.06375,0.130275,0.23767500000000003,0.43357499999999993,0.709275,0.732325,0.664375
1986,Germany,24,1940,1965,30,0.071,0.1359,0.2456,0.4495,0.8077,17.6509,0.0678,0.1351,0.2659,0.4737,0.8952,18.2313,0.05324999999999999,0.10192499999999999,0.1842,0.337125,0.605775,0.05085,0.101325,0.19942500000000002,0.355275,0.6714,0.9224125,0.9239125
1986,England,24,1991,1963,17,0.1472,0.2368,0.3935,0.623,0.9665,21.6516,0.0737,0.148,0.3072,0.5566,0.9551,19.2988,0.1104,0.1776,0.295125,0.46725,0.724875,0.055275000000000005,0.11099999999999999,0.2304,0.41745,0.716325,0.6188125,0.676075
1986,Russia,24,1942,1961,13,0.0912,0.1765,0.3191,0.5424,0.8639,19.3193,0.0767,0.1649,0.3083,0.5731,0.9162,19.3223,0.0684,0.132375,0.239325,0.4068,0.647925,0.05752500000000001,0.123675,0.231225,0.429825,0.68715,0.47263750000000004,0.4415125
1986,Denmark,24,1892,1939,13,0.0367,0.0824,0.1679,0.3456,0.7029,15.476,0.0485,0.1139,0.2272,0.4408,0.8505,17.2529,0.027525,0.0618,0.125925,0.2592,0.527175,0.036375000000000005,0.085425,0.1704,0.3306,0.637875,0.6068125,0.5157625
1986,Italy,24,1884,1864,13,0.0394,0.0915,0.2043,0.4082,0.8748,16.8049,0.0195,0.0622,0.1571,0.3543,0.8461,15.6798,0.02955,0.06862499999999999,0.153225,0.30615000000000003,0.6561,0.014624999999999999,0.04665,0.11782499999999999,0.265725,0.634575,0.518875,0.54985
1986,Hungary,24,1893,1828,9,0.0474,0.105,0.2217,0.4241,0.7676,16.7414,0.0119,0.0364,0.1091,0.2719,0.6729,14.0344,0.03555,0.07875,0.166275,0.318075,0.5757,0.008925,0.0273,0.08182500000000001,0.20392499999999997,0.504675,0.21215000000000006,0.2476625
1986,Scotland,24,1875,1821,9,0.0319,0.0671,0.1414,0.298,0.6532,14.7247,0.0088,0.0246,0.0759,0.1962,0.5539,12.8738,0.023925,0.05032500000000001,0.10605,0.22349999999999998,0.4899,0.0066,0.01845,0.056924999999999996,0.14715,0.41542499999999993,0.25505,0.29228750000000003
1986,Belgium,24,1824,1817,25,0.0199,0.0547,0.1413,0.346,0.7686,15.1719,0.0127,0.0425,0.1257,0.3647,0.7961,15.0647,0.014925,0.041025,0.10597500000000001,0.25949999999999995,0.5764499999999999,0.009524999999999999,0.031875,0.094275,0.273525,0.597075,0.9265,0.936925
1986,Paraguay,24,1811,1801,13,0.016,0.0443,0.1186,0.3165,0.7433,14.6631,0.0088,0.0327,0.1036,0.3187,0.7666,14.4865,0.012,0.033225,0.08895,0.237375,0.5574749999999999,0.0066,0.024524999999999998,0.07769999999999999,0.239025,0.57495,0.6025750000000001,0.5930125
1986,Uruguay,24,1832,1778,13,0.0128,0.0355,0.0911,0.2143,0.5241,13.0611,0.0034,0.0129,0.0435,0.1257,0.4225,11.6673,0.009600000000000001,0.026624999999999996,0.068325,0.160725,0.393075,0.0025499999999999997,0.009675,0.032625,0.094275,0.316875,0.7231,0.7944249999999999
1986,Northern Ireland,24,1851,1774,9,0.0269,0.0659,0.1492,0.3645,0.7725,15.4657,0.0048,0.0172,0.0558,0.1774,0.5537,12.5358,0.020175,0.049425,0.1119,0.273375,0.579375,0.0036,0.0129,0.04185,0.13305,0.41527499999999995,0.2103125,0.2923625000000001
1986,Bulgaria,24,1842,1766,13,0.0265,0.0634,0.1493,0.3286,0.7894,15.3738,0.003,0.0138,0.0584,0.1906,0.6058,12.7836,0.019875,0.047549999999999995,0.11197499999999999,0.24645,0.59205,0.0022500000000000003,0.01035,0.0438,0.14295,0.45435000000000003,0.58075,0.7013499999999999
1986,Poland,24,1805,1761,13,0.0142,0.0398,0.1104,0.2882,0.6997,14.2576,0.0032,0.0148,0.0594,0.2091,0.6119,12.9002,0.01065,0.02985,0.0828,0.21615,0.524775,0.0024000000000000002,0.0111,0.04455,0.156825,0.458925,0.6295375,0.692125
1986,Portugal,24,1807,1755,9,0.0126,0.0382,0.1152,0.2842,0.6948,14.236,0.0036,0.0151,0.0591,0.202,0.6034,12.8407,0.00945,0.02865,0.0864,0.21315,0.5211,0.0027,0.011325,0.044325,0.15150000000000002,0.45255,0.23944999999999994,0.273725
1986,Morocco,24,1647,1726,13,0.0003,0.002,0.0118,0.0544,0.2284,10.2426,0.0019,0.0076,0.0347,0.1483,0.5048,11.9638,0.000225,0.0015,0.00885,0.040799999999999996,0.1713,0.001425,0.0057,0.026025,0.11122499999999999,0.37860000000000005,0.89395,0.7550874999999999
1986,Canada,24,1654,1616,9,0.0002,0.0014,0.0075,0.0314,0.1294,9.717,0.0002,0.0006,0.0053,0.0245,0.1314,9.6742,0.00015000000000000001,0.00105,0.005625,0.023549999999999998,0.09705,0.00015000000000000001,0.00045,0.003975,0.018375000000000002,0.09855,0.45147499999999996,0.45072500000000004
1986,South Korea,24,1623,1613,9,0.0002,0.001,0.0059,0.0335,0.1869,9.9378,0.0,0.0008,0.0057,0.0327,0.1819,9.91,0.00015000000000000001,0.00075,0.004425,0.025125,0.140175,0.0,0.0006000000000000001,0.004275,0.024524999999999998,0.13642500000000002,0.42991250000000003,0.4317875
1986,Algeria,24,1617,1608,9,0.0002,0.0013,0.0069,0.0309,0.1503,9.7917,0.0,0.0006,0.0043,0.0238,0.1289,9.6504,0.00015000000000000001,0.000975,0.005175,0.023175,0.11272499999999999,0.0,0.00045,0.003225,0.01785,0.09667499999999998,0.4436375,0.45166249999999997
1986,Iraq,24,1616,1581,9,0.0006,0.0015,0.0069,0.038,0.1925,9.9935,0.0,0.0003,0.0029,0.0256,0.1628,9.7795,0.00045,0.0011250000000000001,0.005175,0.028499999999999998,0.144375,0.0,0.000225,0.002175,0.019200000000000002,0.1221,0.42781250000000004,0.43894999999999995
1990,Italy,24,2066,2133,27,0.2165,0.3407,0.5043,0.7516,0.99,24.5259,0.3195,0.447,0.6166,0.8285,0.9969,27.5628,0.162375,0.255525,0.378225,0.5637000000000001,0.7424999999999999,0.239625,0.33525,0.46245,0.621375,0.747675,0.683125,0.60115
1990,Germany,24,1995,2075,42,0.1114,0.2067,0.373,0.634,0.9812,21.0071,0.2008,0.3472,0.5161,0.7267,0.9936,24.3796,0.08355,0.155025,0.27975,0.47550000000000003,0.7359,0.1506,0.2604,0.387075,0.545025,0.7452000000000001,0.958225,0.9247
1990,Brazil,24,1993,1989,13,0.1085,0.2036,0.3793,0.6422,0.9645,20.989,0.0923,0.1803,0.3609,0.6306,0.9732,20.5199,0.081375,0.1527,0.28447500000000003,0.48165,0.723375,0.069225,0.13522499999999998,0.270675,0.47295000000000004,0.7299,0.3974875,0.398575
1990,England,24,1945,1979,25,0.0567,0.1244,0.2464,0.4877,0.8623,17.804,0.0753,0.161,0.314,0.5643,0.9156,19.3114,0.042525,0.0933,0.18480000000000002,0.365775,0.646725,0.056475000000000004,0.12075,0.2355,0.423225,0.6867,0.86095,0.821875
1990,Netherlands,24,2033,1965,13,0.1589,0.2629,0.4224,0.662,0.959,22.2891,0.0678,0.1497,0.2838,0.5352,0.8967,18.7025,0.119175,0.19717500000000002,0.31679999999999997,0.49650000000000005,0.71925,0.05085,0.112275,0.21284999999999998,0.4014,0.672525,0.39212500000000006,0.4630375
1990,Spain,24,1927,1936,13,0.0442,0.0986,0.2192,0.4261,0.8631,17.054,0.043,0.1012,0.2427,0.4359,0.9095,17.4892,0.03315,0.07394999999999999,0.1644,0.319575,0.6473249999999999,0.03225,0.0759,0.182025,0.326925,0.682125,0.5165500000000001,0.495475
1990,Serbia,24,1893,1921,17,0.0334,0.0859,0.2044,0.4596,0.9224,17.0957,0.043,0.1081,0.2594,0.5088,0.9409,18.0789,0.02505,0.06442500000000001,0.1533,0.3447,0.6918,0.03225,0.08107500000000001,0.19455,0.38160000000000005,0.7056749999999999,0.751,0.7119249999999999
1990,Romania,24,1895,1889,13,0.0323,0.0782,0.1839,0.4275,0.8843,16.5878,0.0241,0.0663,0.1746,0.4232,0.8265,16.1145,0.024225000000000003,0.05865000000000001,0.13792500000000002,0.320625,0.663225,0.018075,0.049725,0.13095,0.3174,0.619875,0.508075,0.5313625
1990,Czech Republic,24,1855,1882,17,0.0182,0.057,0.146,0.3562,0.8288,15.4794,0.027,0.0851,0.1895,0.484,0.8701,16.7677,0.01365,0.04275,0.10949999999999999,0.26715,0.6215999999999999,0.02025,0.06382499999999999,0.142125,0.363,0.652575,0.811675,0.7474375
1990,Ireland,24,1892,1877,17,0.0292,0.0749,0.1747,0.3789,0.764,15.7811,0.0189,0.0561,0.1387,0.3279,0.7372,14.9483,0.0219,0.056174999999999996,0.131025,0.284175,0.573,0.014175,0.042075,0.10402499999999999,0.245925,0.5529,0.7924,0.825025
1990,Argentina,24,1795,1875,30,0.0059,0.0202,0.0737,0.2291,0.6737,13.4128,0.0193,0.0579,0.1536,0.3891,0.8034,15.5997,0.004425,0.01515,0.055275000000000005,0.171825,0.5052749999999999,0.014475000000000002,0.043425,0.1152,0.291825,0.60255,0.9902125,0.97105
1990,Belgium,24,1845,1872,13,0.0096,0.0342,0.1009,0.2415,0.6803,13.8338,0.0174,0.0524,0.1456,0.3145,0.8094,15.2052,0.0072,0.02565,0.075675,0.18112499999999998,0.510225,0.013049999999999999,0.0393,0.1092,0.235875,0.60705,0.654325,0.5785375
1990,Russia,24,1944,1871,9,0.0604,0.1268,0.2638,0.5437,0.9342,18.524,0.0185,0.0535,0.149,0.3831,0.7921,15.4679,0.0453,0.09509999999999999,0.19784999999999997,0.407775,0.70065,0.013874999999999998,0.040125,0.11174999999999999,0.287325,0.594075,0.149675,0.20296249999999993
1990,Uruguay,24,1890,1846,13,0.0281,0.0656,0.1614,0.3449,0.7946,15.5972,0.0137,0.0428,0.1196,0.2599,0.7527,14.4434,0.021075,0.04920000000000001,0.12104999999999999,0.258675,0.59595,0.010275,0.0321,0.0897,0.19492500000000001,0.564525,0.5726875,0.6202749999999999
1990,Sweden,24,1953,1831,9,0.0694,0.1541,0.3094,0.5765,0.9418,19.3139,0.01,0.0386,0.1125,0.3337,0.7975,14.7892,0.05205,0.11557499999999998,0.23205,0.432375,0.70635,0.0075,0.028950000000000004,0.084375,0.250275,0.598125,0.14682499999999998,0.2009375
1990,Colombia,24,1799,1763,13,0.0093,0.03,0.0944,0.2803,0.7725,14.2706,0.0036,0.0174,0.0675,0.2105,0.6491,13.1392,0.006974999999999999,0.0225,0.0708,0.210225,0.579375,0.0027,0.013049999999999999,0.050625,0.157875,0.486825,0.6052,0.67765
1990,Austria,24,1766,1753,9,0.0039,0.016,0.0582,0.2042,0.6149,12.892,0.0024,0.0161,0.0607,0.2177,0.5704,12.7765,0.0029249999999999996,0.012,0.04365,0.15315,0.461175,0.0018,0.012074999999999999,0.045524999999999996,0.163275,0.4278,0.26941250000000005,0.2861
1990,Scotland,24,1740,1736,9,0.0022,0.0092,0.0359,0.1433,0.4908,11.9088,0.0016,0.009,0.0365,0.156,0.534,12.1314,0.00165,0.0069,0.026925,0.10747500000000001,0.3681,0.0012000000000000001,0.006749999999999999,0.027374999999999997,0.11699999999999999,0.4005,0.31594999999999995,0.29974999999999996
1990,Cameroon,24,1633,1715,17,0.0003,0.0011,0.0062,0.0315,0.2065,10.0117,0.0008,0.0047,0.0238,0.1003,0.3488,11.0299,0.000225,0.000825,0.00465,0.023625,0.15487499999999998,0.0006000000000000001,0.0035250000000000004,0.01785,0.075225,0.2616,0.9858625,0.9534625
1990,South Korea,24,1750,1678,9,0.0013,0.0076,0.031,0.105,0.4009,11.3352,0.0005,0.0019,0.0111,0.0432,0.2613,10.3277,0.000975,0.0057,0.02325,0.07875,0.30067499999999997,0.000375,0.001425,0.008325,0.0324,0.19597499999999998,0.3496625,0.4020125
1990,Egypt,24,1642,1672,9,0.0,0.0008,0.0035,0.0218,0.1116,9.5666,0.0002,0.0017,0.0084,0.035,0.1671,9.8889,0.0,0.0006000000000000001,0.002625,0.01635,0.0837,0.00015000000000000001,0.0012749999999999999,0.0063,0.026250000000000002,0.125325,0.45815000000000006,0.43733750000000005
1990,Costa Rica,24,1612,1667,13,0.0002,0.0011,0.0049,0.0268,0.1725,9.8451,0.0003,0.002,0.0134,0.0727,0.3303,10.7384,0.00015000000000000001,0.000825,0.003675,0.0201,0.129375,0.000225,0.0015,0.01005,0.054525000000000004,0.24772499999999997,0.9252625,0.848875
1990,United States,24,1586,1547,9,0.0001,0.0004,0.0026,0.0224,0.1453,9.6952,0.0,0.0,0.0019,0.0163,0.091,9.4446,7.500000000000001e-05,0.00030000000000000003,0.00195,0.0168,0.10897500000000002,0.0,0.0,0.001425,0.012225,0.06825,0.4455125,0.46587500000000004
1990,UAE,24,1460,1437,9,0.0,0.0,0.0005,0.0032,0.0408,9.18,0.0,0.0,0.0001,0.0029,0.0327,9.1432,0.0,0.0,0.000375,0.0024000000000000002,0.030600000000000002,0.0,0.0,7.500000000000001e-05,0.002175,0.024524999999999998,0.4847,0.48773750000000005
1994,Brazil,24,1963,2063,42,0.1112,0.2018,0.3451,0.5997,0.9099,20.3088,0.2373,0.3627,0.5319,0.7551,0.9705,25.0555,0.0834,0.15135,0.258825,0.44977500000000004,0.6824250000000001,0.177975,0.272025,0.39892500000000003,0.566325,0.727875,0.9583,0.9110125
1994,Italy,24,1987,2030,30,0.1246,0.2156,0.3542,0.6035,0.8878,20.5484,0.1741,0.2894,0.4251,0.6875,0.9357,22.6106,0.09345,0.1617,0.26565,0.45262500000000006,0.66585,0.130575,0.21705,0.31882499999999997,0.515625,0.701775,0.872425,0.8261875000000001
1994,Germany,24,2009,1985,17,0.1721,0.2891,0.4417,0.6755,0.9724,22.8349,0.1202,0.233,0.3902,0.6423,0.9655,21.343,0.129075,0.21682500000000002,0.331275,0.506625,0.7293000000000001,0.09015000000000001,0.17475000000000002,0.29264999999999997,0.48172499999999996,0.724125,0.5810500000000001,0.6128125
1994,Sweden,24,1907,1972,27,0.0556,0.1152,0.2428,0.4888,0.8314,17.5972,0.098,0.1881,0.3717,0.6111,0.908,20.3829,0.0417,0.0864,0.18209999999999998,0.36660000000000004,0.62355,0.07350000000000001,0.141075,0.278775,0.458325,0.681,0.86575,0.790075
1994,Netherlands,24,1992,1969,17,0.1445,0.2508,0.3971,0.6165,0.9782,21.724,0.0848,0.1651,0.3022,0.5624,0.9718,19.5573,0.108375,0.18810000000000002,0.297825,0.46237500000000004,0.7336499999999999,0.0636,0.12382499999999999,0.22665000000000002,0.4218,0.72885,0.6199,0.675775
1994,Spain,24,1892,1926,17,0.0452,0.108,0.2401,0.4709,0.8761,17.5212,0.0662,0.1425,0.3036,0.5508,0.9209,18.9927,0.0339,0.081,0.180075,0.353175,0.657075,0.04965,0.106875,0.22769999999999999,0.41309999999999997,0.690675,0.733375,0.6796
1994,Romania,24,1834,1897,17,0.022,0.0588,0.1434,0.3288,0.7089,14.9324,0.0406,0.0958,0.2208,0.4517,0.8413,17.0266,0.0165,0.0441,0.10755,0.24659999999999999,0.531675,0.030449999999999998,0.07185,0.1656,0.338775,0.6309750000000001,0.822925,0.7478125
1994,Colombia,24,1943,1896,9,0.0915,0.1744,0.3346,0.573,0.9016,19.7276,0.038,0.0957,0.2214,0.4446,0.839,16.9593,0.06862499999999999,0.1308,0.25095,0.42974999999999997,0.6761999999999999,0.028499999999999998,0.07177499999999999,0.16605,0.33345,0.62925,0.16190000000000004,0.18537500000000007
1994,Mexico,24,1854,1867,13,0.0196,0.0488,0.1233,0.2866,0.5974,14.0668,0.0195,0.0523,0.1241,0.3103,0.6188,14.2677,0.0147,0.0366,0.092475,0.21495000000000003,0.44805000000000006,0.014624999999999999,0.039224999999999996,0.093075,0.23272500000000002,0.4641,0.6685,0.6515875
1994,Norway,24,1852,1859,9,0.0178,0.0463,0.1175,0.2828,0.5927,13.9521,0.0169,0.0483,0.1155,0.2983,0.6012,14.0199,0.01335,0.034725,0.088125,0.2121,0.444525,0.012674999999999999,0.036225,0.08662500000000001,0.223725,0.45089999999999997,0.27773749999999997,0.27455000000000007
1994,Argentina,24,1914,1857,13,0.0642,0.1388,0.2811,0.5384,0.9329,18.7486,0.0237,0.0699,0.175,0.408,0.8871,16.3091,0.04815,0.1041,0.210825,0.4038,0.6996749999999999,0.017775,0.052425,0.13124999999999998,0.306,0.6653249999999999,0.4482625,0.5143375
1994,Russia,24,1868,1839,9,0.0295,0.0712,0.1735,0.385,0.7602,15.7718,0.0154,0.0457,0.1272,0.2931,0.6528,14.2813,0.022125,0.0534,0.130125,0.28875,0.5701499999999999,0.011550000000000001,0.034275,0.09540000000000001,0.21982500000000002,0.48960000000000004,0.21492500000000003,0.2552
1994,Ireland,24,1863,1832,13,0.0243,0.0622,0.1366,0.3076,0.6263,14.4994,0.0108,0.0315,0.0904,0.2421,0.5232,13.1185,0.018224999999999998,0.04665,0.10245,0.2307,0.46972499999999995,0.0081,0.023625,0.0678,0.18157500000000001,0.39239999999999997,0.6497875,0.7130125
1994,Belgium,24,1825,1823,13,0.0201,0.055,0.1565,0.3461,0.8286,15.5502,0.013,0.0412,0.13,0.316,0.8383,15.0924,0.015075,0.04125,0.11737500000000001,0.259575,0.6214500000000001,0.00975,0.0309,0.0975,0.237,0.628725,0.5594874999999999,0.5671375000000001
1994,Switzerland,24,1874,1817,13,0.0363,0.0847,0.2024,0.4102,0.7972,16.4149,0.013,0.0382,0.1112,0.2779,0.6608,14.0524,0.027225,0.063525,0.1518,0.30765,0.5979,0.00975,0.02865,0.0834,0.20842499999999997,0.49560000000000004,0.5472250000000001,0.6479874999999999
1994,Bulgaria,24,1771,1814,25,0.0077,0.0258,0.0796,0.2365,0.6828,13.5718,0.0146,0.0434,0.121,0.3215,0.8335,15.035,0.005775000000000001,0.01935,0.0597,0.177375,0.5121,0.01095,0.03255,0.09075,0.241125,0.625125,0.960475,0.93835
1994,Nigeria,24,1742,1788,13,0.0056,0.018,0.0592,0.1933,0.6185,12.9058,0.0087,0.0306,0.0992,0.2777,0.7764,14.3138,0.0042,0.013499999999999998,0.0444,0.144975,0.46387500000000004,0.0065249999999999996,0.022949999999999998,0.0744,0.208275,0.5823,0.695575,0.6047125
1994,United States,24,1704,1726,13,0.0013,0.0051,0.0232,0.0905,0.3111,10.8431,0.0016,0.008,0.0349,0.1112,0.3799,11.317,0.000975,0.0038250000000000003,0.0174,0.06787499999999999,0.233325,0.0012000000000000001,0.006,0.026175,0.0834,0.284925,0.8493999999999999,0.8158375
1994,Saudi Arabia,24,1639,1692,13,0.0002,0.0025,0.014,0.0682,0.3227,10.6947,0.0017,0.0071,0.036,0.1319,0.5069,11.9129,0.00015000000000000001,0.001875,0.0105,0.05115,0.242025,0.0012749999999999999,0.005325,0.026999999999999996,0.09892499999999999,0.38017500000000004,0.8534125,0.76045
1994,South Korea,24,1666,1676,9,0.0008,0.004,0.0217,0.0863,0.3194,10.8314,0.0011,0.0045,0.0223,0.0939,0.359,11.0331,0.0006000000000000001,0.003,0.016275,0.064725,0.23955,0.000825,0.0033749999999999995,0.016725,0.070425,0.26925,0.38022500000000004,0.365375
1994,Bolivia,24,1701,1669,9,0.0025,0.0094,0.0373,0.1219,0.413,11.531,0.0004,0.0038,0.0231,0.0895,0.3455,10.9584,0.001875,0.007050000000000001,0.027975,0.09142499999999999,0.30974999999999997,0.00030000000000000003,0.00285,0.017325,0.06712499999999999,0.259125,0.345125,0.3704375
1994,Cameroon,24,1690,1648,9,0.0009,0.003,0.0164,0.0636,0.2301,10.3366,0.0,0.0014,0.009,0.0348,0.14,9.7806,0.000675,0.0022500000000000003,0.012300000000000002,0.047700000000000006,0.172575,0.0,0.00105,0.006749999999999999,0.026099999999999998,0.10500000000000001,0.41371250000000004,0.4475
1994,Morocco,24,1675,1617,9,0.0009,0.0057,0.0305,0.1142,0.4501,11.5517,0.0002,0.0012,0.01,0.0569,0.2912,10.4836,0.000675,0.004275,0.022875,0.08565,0.337575,0.00015000000000000001,0.0009,0.0075,0.042675,0.2184,0.3312125,0.39080000000000004
1994,Greece,24,1688,1591,9,0.0016,0.0058,0.0282,0.1121,0.4507,11.5356,0.0002,0.0006,0.0042,0.0314,0.2327,10.0964,0.0012000000000000001,0.00435,0.02115,0.08407500000000001,0.338025,0.00015000000000000001,0.00045,0.00315,0.023549999999999998,0.17452499999999999,0.3309875,0.4127375
1998,France,32,2103,2189,42,0.2206,0.3603,0.5381,0.7689,0.977,24.9771,0.3723,0.4992,0.6511,0.8604,0.9908,28.8184,0.2206,0.3603,0.5381,0.7689,0.977,0.3723,0.4992,0.6511,0.8604,0.9908,0.8897,0.81385
1998,Brazil,32,2091,2046,30,0.1912,0.3226,0.4774,0.7579,0.942,23.723,0.1096,0.2302,0.3872,0.6722,0.8987,21.0334,0.1912,0.3226,0.4774,0.7579,0.942,0.1096,0.2302,0.3872,0.6722,0.8987,0.7431,0.8301000000000001
1998,Italy,32,1971,2016,17,0.051,0.1141,0.2283,0.5175,0.9244,17.8933,0.0695,0.1443,0.2472,0.613,0.9605,18.9459,0.051,0.1141,0.2283,0.5175,0.9244,0.0695,0.1443,0.2472,0.613,0.9605,0.6271,0.5699000000000001
1998,Germany,32,2061,2014,17,0.1455,0.2552,0.4599,0.6767,0.9267,22.3784,0.0718,0.1519,0.3457,0.5829,0.9076,19.5775,0.1455,0.2552,0.4599,0.6767,0.9267,0.0718,0.1519,0.3457,0.5829,0.9076,0.4317,0.5357000000000001
1998,Croatia,32,1969,2006,27,0.0477,0.1129,0.2712,0.5332,0.8689,18.0757,0.0749,0.1674,0.3431,0.6058,0.9224,19.789,0.0477,0.1129,0.2712,0.5332,0.8689,0.0749,0.1674,0.3431,0.6058,0.9224,0.80795,0.74475
1998,Spain,32,2040,1998,9,0.1123,0.211,0.3429,0.6189,0.9396,20.531,0.0664,0.165,0.2985,0.5386,0.9123,18.942,0.1123,0.211,0.3429,0.6189,0.9396,0.0664,0.165,0.2985,0.5386,0.9123,0.030200000000000005,0.043849999999999945
1998,Netherlands,32,1961,1997,25,0.0407,0.0941,0.2181,0.392,0.805,16.6181,0.0544,0.1334,0.277,0.4875,0.8516,18.0418,0.0407,0.0941,0.2181,0.392,0.805,0.0544,0.1334,0.277,0.4875,0.8516,0.8439,0.7948
1998,England,32,1973,1969,13,0.052,0.1177,0.2677,0.5312,0.8745,18.1373,0.0411,0.0932,0.2527,0.4922,0.8807,17.6392,0.052,0.1177,0.2677,0.5312,0.8745,0.0411,0.0932,0.2527,0.4922,0.8807,0.29715,0.31355
1998,Serbia,32,1969,1963,13,0.0506,0.12,0.2857,0.4918,0.8026,17.8262,0.0438,0.1079,0.259,0.4792,0.8501,17.5923,0.0506,0.12,0.2857,0.4918,0.8026,0.0438,0.1079,0.259,0.4792,0.8501,0.3528,0.33535000000000004
1998,Argentina,32,1890,1930,17,0.0194,0.0506,0.1536,0.3672,0.7376,15.2168,0.0298,0.0804,0.2109,0.452,0.8363,16.7198,0.0194,0.0506,0.1536,0.3672,0.7376,0.0298,0.0804,0.2109,0.452,0.8363,0.7396,0.66855
1998,Norway,32,1904,1901,13,0.0169,0.0516,0.1236,0.336,0.6314,14.3816,0.0174,0.0482,0.1107,0.324,0.6398,14.2416,0.0169,0.0516,0.1236,0.336,0.6314,0.0174,0.0482,0.1107,0.324,0.6398,0.5163,0.5181
1998,Denmark,32,1881,1881,17,0.0174,0.051,0.1243,0.3262,0.7626,14.8664,0.0165,0.0578,0.1518,0.3468,0.76,15.1924,0.0174,0.051,0.1243,0.3262,0.7626,0.0165,0.0578,0.1518,0.3468,0.76,0.77475,0.7507
1998,Romania,32,1877,1879,13,0.0123,0.0431,0.1333,0.3344,0.7018,14.6451,0.0119,0.0381,0.1226,0.3084,0.7334,14.5421,0.0123,0.0431,0.1333,0.3344,0.7018,0.0119,0.0381,0.1226,0.3084,0.7334,0.4819,0.47909999999999997
1998,Mexico,32,1845,1869,13,0.0056,0.0197,0.0686,0.1632,0.5003,12.4037,0.0081,0.0229,0.0859,0.2118,0.552,13.0047,0.0056,0.0197,0.0686,0.1632,0.5003,0.0081,0.0229,0.0859,0.2118,0.552,0.66825,0.6181
1998,Belgium,32,1820,1825,9,0.0039,0.0135,0.0461,0.1248,0.4252,11.7047,0.0035,0.0134,0.0518,0.1452,0.4345,11.8658,0.0039,0.0135,0.0461,0.1248,0.4252,0.0035,0.0134,0.0518,0.1452,0.4345,0.2874,0.28275000000000006
1998,Paraguay,32,1740,1805,13,0.0007,0.0043,0.017,0.068,0.3209,10.7285,0.003,0.0116,0.038,0.1199,0.5202,11.9752,0.0007,0.0043,0.017,0.068,0.3209,0.003,0.0116,0.038,0.1199,0.5202,0.80555,0.67995
1998,Morocco,32,1731,1792,9,0.0003,0.0027,0.0126,0.0566,0.1722,10.0369,0.0015,0.0066,0.0251,0.107,0.2987,10.884,0.0003,0.0027,0.0126,0.0566,0.1722,0.0015,0.0066,0.0251,0.107,0.2987,0.41390000000000005,0.35065
1998,Chile,32,1779,1756,13,0.0018,0.0108,0.0383,0.1475,0.5792,12.3046,0.0015,0.008,0.0338,0.1386,0.5343,12.0334,0.0018,0.0108,0.0383,0.1475,0.5792,0.0015,0.008,0.0338,0.1386,0.5343,0.6366499999999999,0.66355
1998,Colombia,32,1761,1739,9,0.0015,0.0053,0.0265,0.1022,0.3244,10.9731,0.0009,0.0043,0.0169,0.0715,0.2832,10.5925,0.0015,0.0053,0.0265,0.1022,0.3244,0.0009,0.0043,0.0169,0.0715,0.2832,0.3378,0.35840000000000005
1998,Bulgaria,32,1805,1738,9,0.0032,0.0134,0.0411,0.1317,0.5039,11.9928,0.0003,0.0027,0.0131,0.0529,0.3142,10.5957,0.0032,0.0134,0.0411,0.1317,0.5039,0.0003,0.0027,0.0131,0.0529,0.3142,0.24805,0.3429
1998,Scotland,32,1776,1719,9,0.0015,0.007,0.0232,0.0948,0.2544,10.644,0.0002,0.0013,0.0066,0.0485,0.1628,9.9085,0.0015,0.007,0.0232,0.0948,0.2544,0.0002,0.0013,0.0066,0.0485,0.1628,0.3728,0.41859999999999997
